iso2c,country,year,fertility.rate,life.expectancy,population,GDP.per.capita.Current.USD,15.to.25.yr.female.literacy,iso3c,region,capital,longitude,latitude,income,lending
CI,Cote d'Ivoire,2001,5.109,50.2505609756098,16420173,642.215221288792,,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2002,5.055,50.4438780487805,16674987,688.855965243333,,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2003,4.997,50.7328292682927,16909801,812.397635157399,,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2004,4.932,51.1113902439024,17144325,902.986416582494,,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2005,4.858,51.5755609756098,17393994,940.752143826341,,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2006,4.777,52.1183658536585,17662417,983.291423590563,,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2007,4.691,52.7258780487805,17949061,1102.88249871951,,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2008,4.605,53.3777073170732,18260044,1282.26708149499,,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2009,4.518,54.0559024390244,18601342,1238.70813397392,,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2010,4.432,54.7415609756098,18976588,1207.84514042013,61.85183,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2011,4.348,55.421243902439,19389954,1241.5611109698,,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CI,Cote d'Ivoire,2012,,,19839750,1243.98607464495,,CIV,Sub-Saharan Africa (all income levels),Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CL,Chile,1960,5.582,57.0162926829268,7649026,550.627298410909,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1961,5.543,57.4063414634146,7845746,599.736149987355,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1962,5.463,57.8295609756098,8047690,683.769285762609,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1963,5.342,58.2884146341463,8251999,664.414699299375,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1964,5.185,58.7809512195122,8455039,685.307486682024,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1965,5,59.3026829268293,8654071,699.530945406166,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1966,4.799,59.8456097560976,8847757,792.695860222646,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1967,4.593,60.4031951219512,9036236,765.093009638957,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1968,4.392,60.9709512195122,9220119,767.324172888991,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1969,4.202,61.5472926829268,9400705,870.123169030606,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1970,4.023,62.1367073170732,9578923,937.590965450144,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1971,3.851,62.7466097560976,9755352,1096.27715351252,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1972,3.679,63.3829756097561,9929560,1161.43291990052,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1973,3.504,64.0492682926829,10100403,1622.45550167937,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1974,3.33,64.743,10266278,1513.26018113817,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1975,3.163,65.4621463414634,10426432,693.092024690049,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1976,3.013,66.2067317073171,10580399,931.680161455383,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1977,2.887,66.9663170731707,10729757,1245.0557318689,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1978,2.788,67.7274634146342,10878343,1415.60450058113,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1979,2.718,68.4757317073171,11031280,1879.18103888983,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1980,2.675,69.1917317073171,11192384,2463.48835068653,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1981,2.656,69.8580731707317,11363219,2872.85433640699,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1982,2.65,70.4637804878049,11543263,2108.53911976065,97.11653247,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1983,2.651,71.0063658536586,11731654,1685.21864666439,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1984,2.655,71.4847804878049,11926647,1612.58541947306,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1985,2.657,71.905,12126956,1359.45180698028,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1986,2.656,72.2789512195122,12331704,1437.15229228106,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1987,2.653,72.6234878048781,12541298,1666.66134012664,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1988,2.649,72.955512195122,12757095,1931.54574891945,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1989,2.64,73.2819024390244,12981032,2186.65498988859,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1990,2.624,73.6035609756098,13213930,2388.30745411991,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1991,2.597,73.9164146341464,13456476,2706.81329540916,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1992,2.559,74.2139512195122,13706485,3244.29978832985,98.70086383,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1993,2.51,74.4951951219512,13958378,3416.87211987417,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1994,2.453,74.7656829268293,14204726,3882.80821185569,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1995,2.388,75.0414634146342,14440103,4941.04524799043,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1996,2.321,75.3396341463415,14662323,5167.59917062629,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1997,2.254,75.6698048780488,14872458,5567.94217819277,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1998,2.192,76.0330243902439,15072409,5266.15201857259,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,1999,2.135,76.4228292682927,15265536,4781.70479991117,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2000,2.087,76.8217317073171,15454402,5133.07731116285,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2001,2.047,77.2072195121951,15639289,4625.33637701772,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2002,2.014,77.5552195121951,15819522,4487.15001809654,99.18333644,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2003,1.985,77.8511707317073,15995658,4866.33224996573,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2004,1.96,78.0895853658537,16168241,6223.97376757678,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2005,1.939,78.2749756097561,16337749,7614.52205797519,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2006,1.92,78.4158536585366,16504530,9355.75997992216,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2007,1.904,78.5342682926829,16668892,10370.7233879838,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2008,1.889,78.6472195121951,16831184,10672.2534913224,99.19581276,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2009,1.876,78.7627073170732,16991729,10120.0388330404,98.89001817,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2010,1.862,78.8857317073171,17150760,12684.9324368704,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2011,1.849,79.016756097561,17308449,14512.5962905374,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CL,Chile,2012,,,17464814,15363.098404529,,CHL,Latin America & Caribbean (all income levels),Santiago,-70.6475,-33.475,Upper middle income,IBRD
CM,Cameroon,1960,5.774,41.523756097561,5361367,115.407313441962,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1961,5.819,41.9653414634146,5474509,120.119871391829,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1962,5.866,42.4059512195122,5593768,125.027285904407,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1963,5.913,42.8435609756098,5719135,126.526883991669,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1964,5.958,43.2786585365854,5850454,133.730545322792,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1965,6.001,43.7151707317073,5987671,135.969395995243,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1966,6.043,44.158512195122,6130990,139.173080418691,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1967,6.084,44.6136341463415,6280743,148.721092101472,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1968,6.126,45.0845609756098,6437157,163.593491974299,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1969,6.168,45.5717804878049,6600479,174.596174325829,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1970,6.208,46.0763902439024,6770967,171.320038772631,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1971,6.247,46.599,6948847,177.582132771233,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1972,6.283,47.1336829268293,7134374,200.571407145913,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1973,6.315,47.6740487804878,7327874,240.005170229071,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1974,6.343,48.2146097560976,7529704,299.546505038148,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1975,6.366,48.7498780487805,7740196,355.646111360301,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1976,6.387,49.2758048780488,7959500,386.530891886673,59.06318016,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1977,6.404,49.7883414634146,8187840,411.142474839893,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1978,6.419,50.2809024390244,8425707,523.388787565321,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1979,6.428,50.7484634146342,8673666,670.010081476773,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1980,6.431,51.1865365853659,8932121,754.664820723162,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1981,6.425,51.5930731707317,9201146,829.934233870897,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1982,6.407,51.9681219512195,9480638,772.407257823242,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1983,6.377,52.3071951219512,9770555,755.52042485968,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1984,6.335,52.6052926829268,10070779,774.702572748066,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1985,6.282,52.8563902439024,10381098,784.909607055572,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1986,6.22,53.054,10701458,992.496342404368,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1987,6.152,53.1960975609756,11031515,1115.21158506264,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1988,6.08,53.2797317073171,11370394,1098.75584232071,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1989,6.004,53.3008780487805,11716975,950.762210024487,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1990,5.923,53.2530975609756,12070359,923.881278334818,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1991,5.832,53.1279024390244,12430339,1000.32415978356,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1992,5.731,52.9293170731707,12796831,890.557316761024,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1993,5.62,52.6668780487805,13169247,1027.55702089865,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1994,5.502,52.3505609756098,13546948,680.630595632266,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1995,5.384,51.9919024390244,13929575,626.955745661179,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1996,5.273,51.5999024390244,14316949,679.77738129407,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1997,5.175,51.1915365853659,14709426,668.996217900147,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1998,5.094,50.786756097561,15107909,637.390826211556,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,1999,5.03,50.406512195122,15513653,675.950159402446,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2000,4.983,50.0712682926829,15927713,583.094859181943,77.96248934,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2001,4.947,49.7929756097561,16350440,589.165139089637,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2002,4.917,49.5780975609756,16782044,648.298760735522,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2003,4.886,49.4355609756098,17223277,790.89534322258,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2004,4.85,49.3748536585366,17674960,892.525739051355,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2005,4.807,49.4124146341463,18137734,914.553120084768,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2006,4.756,49.5611707317073,18611937,964.60153548548,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2007,4.696,49.8151707317073,19097676,1069.85682622629,77.48205411,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2008,4.631,50.1609024390244,19595026,1211.30418639286,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2009,4.561,50.5829268292683,20103945,1103.67512034395,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2010,4.487,51.062756097561,20624343,1090.38259736842,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2011,4.409,51.5764634146342,21156272,1196.84326790508,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CM,Cameroon,2012,,,21699631,1151.3550845239,,CMR,Sub-Saharan Africa (all income levels),Yaounde,11.5174,3.8721,Lower middle income,IDA
CN,China,1960,5.469,43.4578780487805,667070000,92.0112292293181,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1961,5.523,43.7722926829268,660330000,75.8725711623722,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1962,5.602,44.7041951219512,665770000,69.7898732700808,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1963,5.697,46.323512195122,682335000,73.6887660300494,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1964,5.793,48.5743902439025,698355000,83.9304352839254,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1965,5.872,51.2869268292683,715185000,97.4700979794469,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1966,5.914,54.2011219512195,735400000,103.181171509812,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1967,5.906,57.0098780487805,754550000,95.4966882458867,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1968,5.841,59.4668536585366,774510000,90.3713307770758,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1969,5.712,61.4486585365854,796025000,98.8898852999289,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1970,5.512,62.902243902439,818315000,111.822725534942,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1971,5.24,63.8667317073171,841105000,117.181590603316,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1972,4.91,64.5144390243902,862030000,130.111267431395,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1973,4.544,64.9957804878049,881940000,155.078441987358,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1974,4.16,65.3712682926829,900350000,157.999378080141,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1975,3.783,65.6915609756098,916395000,175.865754029463,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1976,3.439,65.9844390243903,930685000,162.920514875234,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1977,3.144,66.2510731707317,943455000,182.678567957925,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1978,2.907,66.4958048780488,956165000,154.972059729046,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1979,2.736,66.7389268292683,969005000,182.2847005647,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1980,2.632,66.9938048780488,981235000,193.022051265926,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1981,2.589,67.2629268292683,993885000,195.305405132694,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1982,2.586,67.5349024390244,1008630000,201.444746816831,82.09922014,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1983,2.602,67.7998536585366,1023310000,223.251945040786,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1984,2.625,68.0592682926829,1036825000,248.288908196838,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1985,2.639,68.3131463414634,1051040000,291.774490693116,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1986,2.629,68.5594878048781,1066790000,279.185106667223,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1987,2.594,68.7973170731707,1084035000,249.412791097047,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1988,2.532,69.0271219512195,1101630000,280.967861479462,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1989,2.444,69.2469268292683,1118650000,307.489992603807,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1990,2.336,69.4597317073171,1135185000,314.430600460659,91.45470238,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1991,2.219,69.6640243902439,1150780000,329.749088658346,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1992,2.106,69.8618292682927,1164970000,362.80841404621,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1993,2.007,70.0546341463415,1178440000,373.800022881605,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1994,1.927,70.2429268292683,1191835000,469.213194175981,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1995,1.868,70.4247317073171,1204855000,604.228060585225,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1996,1.828,70.5990243902439,1217550000,703.120799402286,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1997,1.799,70.7663170731707,1230075000,774.467161009806,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1998,1.776,70.9270975609756,1241935000,820.863076832644,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,1999,1.755,71.0833902439025,1252735000,864.730314360081,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2000,1.737,71.2417073170732,1262645000,949.178062082992,98.50486323,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2001,1.72,71.4055365853659,1271850000,1041.63770441353,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2002,1.705,71.5794390243902,1280400000,1135.44794963606,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2003,1.692,71.7648780487805,1288400000,1273.64074260717,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2004,1.68,71.9623414634146,1296075000,1490.38005604805,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2005,1.668,72.1713170731707,1303720000,1731.125234579,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2006,1.656,72.3897317073171,1311020000,2069.34363068319,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2007,1.643,72.6125853658537,1317885000,2651.26012117243,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2008,1.629,72.8353414634146,1324655000,3413.58866142806,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
CN,China,2009,1.614,73.056512195122,1331260000,3749.27242367005,,CHN,East Asia & Pacific (all income levels),Beijing,116.286,40.0495,Upper middle income,IBRD
